motion	docdate	title_block	signature_block	Unnamed: 4
https://github.com/swerik-project/riksdagen-motions/blob/main/data/1922/mot-1922--ak--00137.xml	Stockholm den 21 januari 1922.	Av herr Hansson i Bäck, om understöd åt telefonarbetaren Lars Verner Englunds änka.	Eskils Hans Hansson.	
https://github.com/swerik-project/riksdagen-motions/blob/main/data/1922/mot-1922--fk--00114.xml	Stockholm den 14 mars 1922.	Av herr Enhörning, i anledning av Kungl. Maj:ts proposition i angående godkännande av ett mellan Sverige och Ryssland avslutet preliminärt avtal.	E. A. Enhörning.	
https://github.com/swerik-project/riksdagen-motions/blob/main/data/1923/mot-1923--ak--00205.xml	Stockholm den 5 februari 1923.	Av herr Gustafson i Kasenberg, i anledning av Kungl. Maj:ts proposition, nr 22, med förslag till lag om sparbanker m. Mm.	Arthur Gustafson.	
https://github.com/swerik-project/riksdagen-motions/blob/main/data/1923/mot-1923--fk--00027.xml	Stockholm den 19 januari 1923.	Av herr Petrén, Alfred, angående ändring i staten för upp- fostringsanstalten för sinnesslöa gossar å Salbohed m. m.	Alfred Petrén.	
https://github.com/swerik-project/riksdagen-motions/blob/main/data/1923/mot-1923--fk--00134.xml	Stockholm den 26 januari 1923.	Av berrar Julin och Winberg, i anledning av Kungl. Maj:ts förslag till kungörelse med allmänna grunder för dyrtids- tillägg åt befattningshavare i statens tjänst m. m.	Teodor Julin. C. Winberg. (Lika lydande med motion i Andra kammaren nr 174.) Stockholm den 26 januari 1923.	
https://github.com/swerik-project/riksdagen-motions/blob/main/data/1924/mot-1924--ak--00218.xml	Stockholm den 21 januari 1924.	Av herr Poppius, angående grunderna för användandet av det av Kungl. Maj:t begärda anslaget till maskin- och redskaps- provningar vid Ultuna och Alnarp.	Dan. Poppius. (Lika lydande med motion i Första kammaren, nr 111.)	
https://github.com/swerik-project/riksdagen-motions/blob/main/data/1924/mot-1924--ak--00357.xml	Stockholm den 20 februari 1924.	Av herr Hage, m. fl., i anledning av Kungl. Maj:ts proposition, nr 45, med förslag till kungörelse angående vissa änd- ringar i kungörelsen den 15 juni 1923 (nr 266) med allmänna grunder för dyrtidstillägg åt f. d. befattnings- havar2 i statens tjänst m. Al. pensionärer.	Ernst Hage. Carl Knutsson. Ernst Eriksson Helge Bäcklund. i Stockholm. C. W. 0. Höglund. Carl Lovén. M. Chr. Jensen. P. Granath. Gottfrid Karlsson. Henning Leo. A. Björklund. Helmer Lagerkwist. Ska vara Ernst Eriksson i Stockholm	
https://github.com/swerik-project/riksdagen-motions/blob/main/data/1924/mot-1924--fk--00268.xml	Stockholm den 28 mars 1924.	Av herr Heyman, i anledning av Kungl. Maj:ts proposition an- gående provisoriskt lönetillägg åt vissa professorer m. fl., tillhörande under nionde huvudtiteln uppförda verk och myndigheter.	Knut Heyman.	
https://github.com/swerik-project/riksdagen-motions/blob/main/data/1925/mot-1925--ak--00146.xml	Stockholm den 22 januari 1925.	Av herr Nilsson i Antnäs m. fl., om höjning av det utav Kungl. Maj:t begärda anslaget för anläggning av utfartsvägar i Norrland, Dalarna och Värmland.	N. E. Nilsson. Ernst Hage. Jöran Grapenson. Rob. Samuelsson. A. H. Hedström. J. P. Dahlén. 0. W. Lövgren.	
https://github.com/swerik-project/riksdagen-motions/blob/main/data/1925/mot-1925--ak--00174.xml	Stockholm den 21 januari 1925.	Av herr Pettersson i Hällbacken m. fl., angdende en organisation för sociala jordärenden.	A. W. Pettersson, Köping. Julius Hedvall. Ivar Englund. Mauritz Västberg. P. Granath. C. J. Högström. Fabian Månsson. Fr. Sundström. Nils Olsson i Rödningsberg. Erik Fast. Ruben Wagnsson. Karl Ward. Anders Andersson, Falkenberg. Conrad Jonsson. C. Brännberg. Hälner Molander. Elof Lindberg. Ivar Vennerström. Harald Hallén. Herman Norling, Lesjöfors.	
https://github.com/swerik-project/riksdagen-motions/blob/main/data/1925/mot-1925--fk--00126.xml	Stockholm den 22 januari 1925.	Av herr Andersson, Elof m. fl, om ökat anslag till understödjande av myrutdikningar och vattenavtapp- ningar inom Norrland och Dalarna.	Elof B. Andersson. K. J. Gustafsson. Nils Gabrielsson. Åke Ingeström. B. v. Stockenström. Jöns Pålsson. Nils Ant. Nilsson. August W. Johansson. J. B. Johansson. Ernst Lundell. Jonas Andersson. L. Tjällgren. M. Svensson. Edw. Larson. Carl Boberg. Eric Hallin. Knut Heyman.	
https://github.com/swerik-project/riksdagen-motions/blob/main/data/1926/mot-1926--ak--00010.xml	Stockholm den 15 januari 1926.	Av herr Törnkvist i Karlskrona, om årligt understöd åt förre daglönaren August Johansson Sandgrens änka.	Algot Törnkvist.	
https://github.com/swerik-project/riksdagen-motions/blob/main/data/1926/mot-1926--ak--00059.xml	Stockholm den 19 januari 1926.	Av herr Winkler m. fl., i anledning av Kungl. Maj:ts förslag om ändring i gällande bestämmelser angående beskattning av socker.	Nils Winkler. Erik Nylander. Ivar Anderson. G. A. Björkman. — Gust. A. Gustafsson. Birger Christenson. (Lika lydande med motion i Första kammaren nr 57.) Är det även MP från den andra kammaren med?	
https://github.com/swerik-project/riksdagen-motions/blob/main/data/1926/mot-1926--fk--00229.xml	Stockholm den 10 februari 1926.	Av herr Luterkort, i anledning av Kungl. Maj:ts proposition med förslag till lag om delning av jord å landet m. m.	S. Luterkort.	
https://github.com/swerik-project/riksdagen-motions/blob/main/data/1927/mot-1927--ak--00244.xml	Stockholm den 21 januari 1927.	Av herr Bengtsson i Kullen, om ändring i visst syfte av 9 $ i lagen om allmän pensionsförsäkring.	Emil Bengtsson.	
https://github.com/swerik-project/riksdagen-motions/blob/main/data/1927/mot-1927--ak--00331.xml	Stockholm den 11 mars 1927.	Av herr Sundström m. fl., i anledning av Kungl. Maj:ts propo- sition, nr 116, angående omorganisation av det högre skol- väsendet m. m.	Fredrik Sundström. Ernst Hage. Hans Morfeldt. Nils Olsson. Mauritz Västberg. Helmer Molander. Herman Smedh. Ivar Engberg. Herman Norling. Abel Andersson.	
https://github.com/swerik-project/riksdagen-motions/blob/main/data/1927/mot-1927--ak--00406.xml	Stockholm den 17 mars 1927.	Av herr Forssell m. fl., i anledning av Kungl. Maj:ts proposition, nr 116, angående omorganisation av det högre skolväsen- det m. m.	Arne Forssell. Alex. Thore. Gust. Svedman. Birger Petersson. Carl Arv. Andersson	
https://github.com/swerik-project/riksdagen-motions/blob/main/data/1928/mot-1928--ak--00163.xml	Stockholm den 20 januari 1928.	Av herrar Holmström i Gävle och Grapenson, angående viss ändring i 25 $ i stadgan för fortsättningsskolan.	Nils Holmström Jöran Grapenson. i Gävle.	
https://github.com/swerik-project/riksdagen-motions/blob/main/data/1928/mot-1928--ak--00450.xml	Stockholm den 16 mars 1928.	Av herr Spångberg m. fl., om avslag å Kungl. Maj:ts proposition, nr 39, med förslag till lag om kollektivavtal och till lag om arbetsdomstol.	Aug. Spångberg. Viktor Herou. J. P. Dahlén. Rob. Samuelsson.	
https://github.com/swerik-project/riksdagen-motions/blob/main/data/1928/mot-1928--fk--00284.xml	Stockholm den 15 mars 1928.	Av herr Thorberg m. fl., i anledning av Kungl. Maj:ts proposition angående anslag till centrala skiljenämnden för vissa arbetstvister m. m.	Arvid Thorberg. Gustav Möller. Rickard Sandler. A.J. Bärg. Ernst Wigforss. Olof Olsson.	
https://github.com/swerik-project/riksdagen-motions/blob/main/data/1929/mot-1929--ak--00117.xml	Stockholm den 21 januari 1929.	Av herr Brännberg m. fl., z anledning av Kungl. Maj:ts förslag om anslag till bidrag till uppförande eller inrättande av arbetshem samt till driftskostnaderna vid sådana hem.	C. Brännberg. Ernst Hage. Helmer Lagerkwist. Anders Hanson, Email Bengtsson. J. W. Mårtensson. Trollhättan. (Lika lydande med motion i första kammaren nr 64 |)	
https://github.com/swerik-project/riksdagen-motions/blob/main/data/1929/mot-1929--ak--00198.xml	Stockholm den 21 januari 1929.	Av herr Herou m. fl., angående expropriationslagstift- ning för bildande av nya jordbruk i Norrland och Dalarna.	Viktor Herou. Aug. Spångberg. Verner Karlsson. Oscar Öhman. Nils Flyg. Edoff Andersson. J. P. Dahlén.	
https://github.com/swerik-project/riksdagen-motions/blob/main/data/1929/mot-1929--fk--00193.xml	Stockholm den 21 januari 1929.	Av herr Lindhagen, om expropriation i skäliga fall av vattenkraft i enskild ägo.	Carl Lindhagen.	
https://github.com/swerik-project/riksdagen-motions/blob/main/data/1930/mot-1930--ak--00001.xml	Stockholm den 13 januari 1930.	Av herr Törnkvist i Karlskrona, om årliga understöd åt vissa änkor efter arbetare vid flottans beklädnadsverkstad och varv i Karlskrona.	Algot Törnkvist.	
https://github.com/swerik-project/riksdagen-motions/blob/main/data/1930/mot-1930--ak--00211.xml	Stockholm den 21 januari 1930.	Av herr Bengtsson i Norup, om provisorisk avlöningsförbättring för vissa lärarinnor i hushållsgöromål och kvinnlig slöjd.	Sv. Bengtsson i Norup. (Lika lydande med motion i Första kammaren nr 140.)	
https://github.com/swerik-project/riksdagen-motions/blob/main/data/1930/mot-1930--fk--00052.xml	Stockholm den 18 januari 1930.	Av herrar Clemedtson och Gabrielsson, om ökat anslag till byg- gande av enkla bygdevägar.	J. Clemedtson. N. Gabrielsson.	
https://github.com/swerik-project/riksdagen-motions/blob/main/data/1931/mot-1931--ak--00357.xml	Stockholm den 28 februari 1931.	Av herr Lilliecreutz m. fl., i anledning av Kungl. Maj:ts proposi- tion, nr 84, angående anslag till den lägre mejeriunder- visningen.	Fabian Lilliecreutz. Gerh. Strindlund. Emil Gustafson. Erik W. Ljung. (Lika lydande med motion i Första kammaren, nr 212.)	
https://github.com/swerik-project/riksdagen-motions/blob/main/data/1931/mot-1931--fk--00163.xml	Stockholm den 22 januari 1931.	Av herr Ström, Fredrik, om höjning av det i förordningen an- gående skatt för hundar stadgade skattemaximum.	Fredrik Ström. (Lika lydande med motion i Andra kammaren nr 170.)	
https://github.com/swerik-project/riksdagen-motions/blob/main/data/1931/mot-1931--fk--00224.xml	Stockholm den 28 februari 1931.	Av herr Björck, Wilhelm, och herr Holmgren, i anledning av Kungl. Maj:ts proposition angående uppförande av byggnader för karolinska sjukhuset m. m.	Wilhelm Björck. Israel Holmgren.	
https://github.com/swerik-project/riksdagen-motions/blob/main/data/1932/mot-1932--ak--00221.xml	Stockholm den 22 januari 1932.	Av herr Lindman m. fl., om importtull å ägg m. m.	Arvid Lindman, P. Nilsson, E. O. Magnusson. Bonarp. Erik W. Ljung. Carl Arv. Anderson. Carl Larson i Tönnersa. Birger Petersson. Otto Johansson Nils Månsson. i Väby. Gust. Svedman. E. Eurén. Erik Nordkvist. C. 0. Johanson. Birger Christenson. Ernst Aronson, S. P. Hollertz. Sten Waldem. Ewald Lindmark. Emanuel Björck. Arthur Gustafson Helmer Schött. i Kasenberg. Cornelius Olsson. N. E. Nilsson. Oscar N. Olsson. H. Lundström. Adolf Wallerius. Nils Holmström. Karl Wirsell. Emil Bengtsson. Oscar Lundqvist. Linus Andersson. Nils V. Sandström. Edv. Petersson. Bj. Holmgren. Thore Alströmer. Nils Nilsson i Karlstad. Fredrik Sandwall. Harry Weibull. Nils Persson i Grytterud. P. M. Olsson. R. Lundquist John Jönsson. i Rotebro. Fabian Lilliecreutz. G. A. Björkman. Edvin Leffler. Karl Magnusson, David Pettersson. Swen Persson. Skövde. Edvard Lithander. P. S. Hedlund. Gunnar Persson. (Lika lydande med motion i Första kammaren nr 169.)	
https://github.com/swerik-project/riksdagen-motions/blob/main/data/1932/mot-1932--ak--00285.xml	Stockholm den 21 januari 1932.	Av herr Magnusson i Kalmar m. fl., angående arrendelindring för vissa arrendatorer av kronoegendomar.	Karl Magnusson Karl Wirsell. Allan Andersson. i Kalmar.	
https://github.com/swerik-project/riksdagen-motions/blob/main/data/1932/mot-1932--fk--00027.xml	Stockholm den 19 januari 1932.	Av herr Nilsson, Johan, i Kristianstad, om anslag till svenska brandkårernas riksförbund.	Joh. Nilsson i Kristianstad.	
https://github.com/swerik-project/riksdagen-motions/blob/main/data/1933/mot-1933--ak--00264.xml	Stockholm den 21 januari 1933.	Av herr Linnér, om anvisande av medel för utrotande av berberis- busken.	S. Linnér. (Lika lydande med motion i Första kammaren nr 134.)	
https://github.com/swerik-project/riksdagen-motions/blob/main/data/1933/mot-1933--ak--00406.xml	Stockholm den 31 januari 1933.	Av herr Bengtsson i Kullen, angående avskaffande av det inom statens vattenfallsverk tillämpade tantiemsy- stemet.	Emil Bengtsson.	
https://github.com/swerik-project/riksdagen-motions/blob/main/data/1933/mot-1933--ak--00515.xml	Stockholm den 20 april 1933.	Av herr Petersson i Lerbäcksbyn m. fl., i anledning av Kungl. Maj:ts proposition, nr 211, angående anslag till arbeten till motverkande av arbetslösheten.	Birger Petersson. David Larsson. Nils Persson. Nils Nilsson. T. V. Lundell. Arthur Gustafson i Kasenberg. Jolm Gustafsson P. S. Hedlund. Josef Hagman. i Välsnäs. Ludwig Brännström. Bernhard Nilsson.	
https://github.com/swerik-project/riksdagen-motions/blob/main/data/1934/mot-1934--ak--00094.xml	Stockholm den 20 januari 1934.	Av herr Olsson i Gävle m. fl., om anslag till föreläsnings- och instruktionsverksamhet för nykterhetens främjande.	Adolv Olsson, Ernst Hage. Martin Andersson. Gävle (Lika lydande med motion i Första kammaren nr 48.)	
https://github.com/swerik-project/riksdagen-motions/blob/main/data/1934/mot-1934--ak--00588.xml	Stockholm den 21 mars 1934.	Av herr Olsson i Mora m, fl., i anledning av Kungl. Maj:ts proposition, nr 154, med förslag till lag om tillsättning av prästerliga tjänster.	A. Olsson Vira Eklund. And. Hilding. i Mora. Osc. Werner, P. J. Näslund. 0. E. Sandberg. Höjen. Ernst Åqvist. Gustaf Andersson Ant. Wikström. i Rasjön. H. E. Nordström. Oscar Carlström. Jones Erik Andersson i Ovanmvyra. P. Persson, A. W. Lundén. Sven Olsson, Trången. Rimforsa. Elof Ljunggren. M. L. Petersson, Albin Eriksson, Broaryd. Toftered. G. Malmqvist. Gustav Johanson, Hallagården.	
https://github.com/swerik-project/riksdagen-motions/blob/main/data/1934/mot-1934--fk--00051.xml	Stockholm den 18 januari 1934.	Av herr Bodin, Karl, m. fl., om sänkning av räntan å lån ur vattenkraftslånefonden.	K. W. Bodin. Gustaf Strömberg. L. Tjällgren. Nils Arvedson.	
https://github.com/swerik-project/riksdagen-motions/blob/main/data/1935/mot-1935--ak--00015.xml	Stockholm den 15 januari 1935.	Av herr Frankenberg m. fl, om hyreshjälp åt arbetslösa, som icke äro familjeförsörjare.	Evert Frankenberg. Einar Lind. J. A. Persson, Tidaholm. J. V. Mårtensson. Gustaf Karlsson i Munkedal. (Lika lydande med motion i Första kammaren nr 8.)	
https://github.com/swerik-project/riksdagen-motions/blob/main/data/1935/mot-1935--ak--00368.xml	Stockholm den 21 januari 1985.	Av herr Wallén m. fl., om nedsättning av räntan å lån ur hem- slöjdslånefonden.	Otto Wallén. Georg Nyblom. P. Persson, Trången. K. A. Ryberg. Gustav Johanson, Nestor Hammarlund. Hallagården. Th. Gardell. Albin Eriksson, Osc. Werner. Gahns. Tottered. Victor J. Mattisson. I. Pettersson, Aron Gustajsson, Rosta. Lekåsa. Emil Bengtsson. Anders Pettersson. Wilhelm Beck. Otto Niklasson. Gust. E. Andersson. M. L. Petersson, Broaryd. Axel Hansson, Arvid De Geer. Arthur Heiding. Rubbestad. Ejnar Jonsson, C. G. Olsson, K. A. Westman. Mörbylånga. Närlinge. 4. J. Johansson Johan Johansson, i Bro. Tväråselet.	Fel med i-ort
https://github.com/swerik-project/riksdagen-motions/blob/main/data/1935/mot-1935--ak--00627.xml	Stockholm den 4 maj 1935.	Av herr Vougt, i anledning av Kungl. Maj:ts proposition, nr 231, angående anslag till statliga och kommunala bered- skapsarbeten m. m.	A. Vougt.	
https://github.com/swerik-project/riksdagen-motions/blob/main/data/1936/mot-1936--ak--00144.xml	Stockholm den 17 januari 1936.	Av herr Lithander, om viss ändring av tulltaxans bestämmelser om valsade plattor av zink.	Edvard Lithander.	
https://github.com/swerik-project/riksdagen-motions/blob/main/data/1936/mot-1936--ak--00174.xml	Stockholm den 18 januari 1936.	Av herr Mårtensson m. fl., om höjning av statsbidraget till slöjdundervisningen vid rikets undervisnings- anstalter.	J. V. Mårtensson David Gustavson, Gust. L. Johnsson Västerås. i Kalmar.	
https://github.com/swerik-project/riksdagen-motions/blob/main/data/1936/mot-1936--ak--00594.xml	Stockholm den 23 januari 1936.	Av herr Anderson i Norrköping m. fl., om ändrad lydelse av 10 $ i lagen om vad iakttagas skall i avseende å införande av lagen om nyttjanderätt till fast egendom.	Ivar Anderson. Martin Skoglund. Karl Magnusson. Erik Nylander. T. G. von Seth. R. Lundqvist. Gunnar Persson. N. E. Nilsson.	
https://github.com/swerik-project/riksdagen-motions/blob/main/data/1937/mot-1937--ak--00034.xml	Stockholm den 16 januari 1937.	Av herr Carlström m. fl., i anledning av Kungl. Maj:ts proposition, nr 16, med förslag till lag om före- kommande och släckning av skogseld.	Oscar Carlström. C. 0. Johanson, 0. E. Sandberg. A. Danielsson. Huskvarna. Wilh. Annér. Ernst Åqvist. Carl Björling.	
https://github.com/swerik-project/riksdagen-motions/blob/main/data/1937/mot-1937--ak--00342.xml	Stockholm 1 januari 1937.	Av herr Senander m. fl.. om upphävande av lagen om kollektiv- avtal.	Knut Senander. J. H. Brädefors. H. Hagberg.	
https://github.com/swerik-project/riksdagen-motions/blob/main/data/1937/mot-1937--ak--00448.xml	Stockholm den 9 mars 1937.	Av herr Bengtsson, i anledning av Kungl. Maj:ts proposition, nr 138, med förslag till kungörelse om ändring i vissa delar av kungörelsen den 15 juni 1934 (nr 306) angående handel med farmaceutiska spe- eialiteter.	Emil Bengtsson.	
https://github.com/swerik-project/riksdagen-motions/blob/main/data/1938/mot-1938--ak--00414.xml	Stockholm den 22 mars 1938.	Av herr Karlsson i Granebo m. fl., i anledning av Kungl. Maj:ts proposition, nr 210, angående anslay till sjömanshusen m. m.	A. S. Karlsson i Granebo. Bj. Holmgren. R. Barnekow. Arvid De Geer. (Lika lydande med motion i Första kammaren nr 283.)	
https://github.com/swerik-project/riksdagen-motions/blob/main/data/1938/mot-1938--fk--00152.xml	Stockholm den 22 januari 1938.	Av herrar Lindström och Wagnsson, om ordnande genom sta- tens medverkan av den skolhygieniska verksamheten i landet.	Rickard Lindström. Ruben Wagnsson.	
https://github.com/swerik-project/riksdagen-motions/blob/main/data/1938/mot-1938--fk--00225.xml	Stockholm den 31 januari 1938.	Av herr Sundberg m. fl., i anledning av Kungl. Maj:ts proposi- tion angående älgavgifter m. m.	Carl Sundberg. Gustaf Tamm. Axel Mannerskantz. Nils Swartling.	
https://github.com/swerik-project/riksdagen-motions/blob/main/data/1939/mot-1939--ak--00325.xml	Stockholm den 23 januari 1939.	Av herr Närlinge, om årligt understöd från Vadstena krigsmanshus- kassa åt förre soldaten J. H. Ros.	C. G. Närlinge.	
https://github.com/swerik-project/riksdagen-motions/blob/main/data/1939/mot-1939--ak--00423.xml	Stockholm i mars 1939.	Av herr Hagberg i Luleå och Brädefors, i anledning av Kungl. Maj:ts proposition, nr 96, med förslag till arbetstids- lag för detaljhandeln m. m.	H. Hagberg. J. H. Brädefors.	
https://github.com/swerik-project/riksdagen-motions/blob/main/data/1939/mot-1939--fk--00327.xml	Stockholm den 21 april 1939.	Av herr Johanson, Karl August, m. fl., i anledning av Kungl. Maj:ts proposition angående grunderna för statsbidrag från statens avdikningsanslag till vissa invallningsfö- retag vid Ume- och Vindelälvarna i Västerbottens län.	Karl Aug. Johanson. Lage Svedberg. P. J. Näslund. C. I. Asplund. I motionens syfte instämmer: C. Fr. Carlström.	
https://github.com/swerik-project/riksdagen-motions/blob/main/data/1940/mot-1940--fk--00176.xml	Stockholm den 1 april 1940.	Av herr Nilsson, Bror, och herr Bondeson, i anledning av Kungl. Maj:ts proposition angående vissa av- lönings- m. fl. anslag under riksstatens fjärde huvud- titel för budgetåret 1940/41.	B. A. Nilsson. Lennart Bondeson.	
https://github.com/swerik-project/riksdagen-motions/blob/main/data/1940/mot-1940--fk--00214.xml	Stockholm den 25 maj 1940.	Av herr Mannerskantz, i anledning av Kungl. Maj:ts proposition angående anslag till statliga åtgärder för tryggande av vedproduktionen m. m.	Axel Mannerskantz.	
https://github.com/swerik-project/riksdagen-motions/blob/main/data/1940/mot-1940-urtima-fk--00030.xml	Stockholm den 4 december 1940.	Av herr von Heland m. fl., i anledning av Kungl. Maj:ts proposi- tion angående reglering av vedproduktionen.	Erik von Heland. A. R. Aronsson. Joh. Friggeråker. Allan Holstenson. Per Andersson. J. A. Andersson. Arvid De Geer.	
https://github.com/swerik-project/riksdagen-motions/blob/main/data/1941/mot-1941--ak--00182.xml	Stockholm den 23 januari 1941.	Av herr Hage m. fl., om anslag till ytterligare bidrag till skattelindring för de hårdast skattetyngda kom- munerna.	Ernst Hage. 0. W. Lövgren. Lars E. Andersson, J. 0. Gavelin. Hedensbyn. Ivar Jansson, Lars Jonsson Uddo R. Jacobson. Kalix. i Haverö. E. Oskar Åkerström. Emil Petersson, Ewald Lindmark. Gäddvik. (Lika lydande med motion i Första kammaren nr 146.)	
https://github.com/swerik-project/riksdagen-motions/blob/main/data/1941/mot-1941--ak--00312.xml	Stockholm den 25 maj 1941.	Av herrar Bergström och Björklund, i anledning av Kungl. Maj:ts pro- position, nr 242, angående dyrtidshjälp åt vissa pensionärer vid av staten övertagna enskilda järnvägar.	Karl Bergström. L. A. Björklund.	
https://github.com/swerik-project/riksdagen-motions/blob/main/data/1941/mot-1941--fk--00141.xml	Stockholm den 22 januari 1941.	Av herr Ström, Fredrik, m. fl., i anledning av Kungl. Maj:ts fram- ställning om anslag till landsmålsarkiven: avlöningar.	Fredrik Ström. Ruben Wagnsson. E. Thulin.	
https://github.com/swerik-project/riksdagen-motions/blob/main/data/1942/mot-1942--ak--00369.xml	Stockholm den 22 maj 1942.	Av herr Lundell, i anledning av Kungl. Maj:ts proposition, nr 275, med förslag till lag om åtgärder mot vanhävd av jordbruk.	T. V. Lundell.	
https://github.com/swerik-project/riksdagen-motions/blob/main/data/1942/mot-1942--fk--00215.xml	Stockholm den 23 mars 1942.	Av herrar Edin och Tjällgren, i anledning av Kungl. Maj:ts proposi- tion angående anslag till avlöningar vid de allmänna läroverken m.m.	Sven Edin. L. Tjällgren.	
https://github.com/swerik-project/riksdagen-motions/blob/main/data/1942/mot-1942--fk--00265.xml	Stockholm den 27 maj 1942.	Av herr Karlsson, Oscar Gottfrid, om vissa ändringar i ord- ningsstadgan för riksdagens första kammare.	Oscar Gottfrid Karlsson.	
https://github.com/swerik-project/riksdagen-motions/blob/main/data/1943/mot-1943--ak--00249.xml	Stockholm den 24 januari 1943.	Av herr Gustafsson i Lekåsa, angående viss ändring i grunderna för beskattningen av jordbruksinkomst.	Aron Gustafsson i Lekåsa.	
https://github.com/swerik-project/riksdagen-motions/blob/main/data/1943/mot-1943--ak--00312.xml	Stockholm den 17 mars 1943.	Av herr Liedberg, i anledning av Kungl. Maj:ts proposition, nr 129, angående omorganisation av statens veterinärbakteriologi- ska anstalt m. m.	Gösta Liedberg. (Lika lydande med motion i Första kammaren nr 213.)	
https://github.com/swerik-project/riksdagen-motions/blob/main/data/1943/mot-1943--fk--00056.xml	Stockholm den 20 januari 1943.	Av herr Linnér m. fl., om anslag till undersökande av lapska språ- ket och lapsk kultur.	S. Linnér. Åke Holmbäck. P. J. Näslund. C. P. Wahlmark.	
https://github.com/swerik-project/riksdagen-motions/blob/main/data/1944/mot-1944--ak--00111.xml	Stockholm den 19 januari 1944.	Av herr Lundh m. fl., angående utredning av löneförhållandena vid de privata seminarierna för utbildande av lärarinnor 1 kvinnlig slöjd och i hushållsgöromål.	Herbert Lundh. Hiuidur Nygren. Ebon Andersson Olivia Nordgren. i Stockholm.	Fel med i-ort
https://github.com/swerik-project/riksdagen-motions/blob/main/data/1944/mot-1944--ak--00160.xml	Stockholm den 20 januari 1944.	Av fröken Nygren m. fl, om införande av lagstadgad rätt för barn inom äktenskap att i vissa fall erhålla styvfaders släkt- namn.	Hildur Nygren. Disa Västberg. Elsa Johansson. Anna Ronnebäck. Ruth Gustafson. Hildur Alvén. Elin Eriksson. Judith Olsson. Verner Hedlund. Nils A. Larsson Kerstin Hesselgren. Märta Öberg. i Östersund. Ebon Andersson, Blenda Björck. Signe Linderoth-Andersson. Malmö. (Lika lydande med motion i Första kammaren nr 98.)	
https://github.com/swerik-project/riksdagen-motions/blob/main/data/1944/mot-1944--ak--00260.xml	Stockholm den 22 januari 1944.	Av herr Lundh, angående utredning om löne- och pensionsför- hållandena vid statsunderstödda enskilda läroanstalter.	Herbert Lundh.	
https://github.com/swerik-project/riksdagen-motions/blob/main/data/1945/mot-1945--ak--00070.xml	Stockholm i januari 1945.	Av herr Utbult m. fl... angående utredming om riktlinjer för reg- lering och planläggning av bebyggelsen i Bohusläns fiske- lägen.	Birger Utbult. Erik Johansson, Wald. Svensson. C. 0. Carlsson. Öckerö. Gösta Andersson. Ernst V. Staxäng. J. W. Mårtensson.	Fel med i-ort
https://github.com/swerik-project/riksdagen-motions/blob/main/data/1945/mot-1945--ak--00243.xml	Stockholm den 22 januari 1945.	Av fröken Nygren m. fl., om rätt till fri portion in natura för husmödrar och biträdande husmödrar vid försvarsväsendets matinrättningar.	Hildur Nygren. Ebon Andersson. Märta Öberg. Ruth Gustafson. S. Rönn-Christiansson. Ivar Jansson. Carl Hoppe. Hildur Humla. Elsa Johansson.	
https://github.com/swerik-project/riksdagen-motions/blob/main/data/1945/mot-1945-höst-fk--00416.xml	Stockholm den 31 oktober 19453.	Av herrar Berling och Jonsson, i anledning av Kungl. Maj:ts proposition med förslag till förordning om nöjesskatt.	Edwin Berling. Jon. N. Jonsson i Fjäle.	
https://github.com/swerik-project/riksdagen-motions/blob/main/data/1946/mot-1946--ak--00030.xml	Stockholm den 16 januari 1946.	Av herr Törnkvist, angående revisor R. Halldéns efterlevandes familje- pensionsförmåner.	Algot Törnkvist. (Lika lydande med motion i Första kammaren nr 21.)	
https://github.com/swerik-project/riksdagen-motions/blob/main/data/1946/mot-1946--ak--00046.xml	Stockholm den 17 januari 1946.	Av fru Gustafson m. fl., om uppflyttning i högre lönegrad av de sociala kuratorerna vid karolinska sjukhuset och sera- fimerlasarettet.	Ruth Gustafson. Sigrid Ekendahl. Disa Västberg. (Lika lydande med motion i Första kammaren nr 14.)	
https://github.com/swerik-project/riksdagen-motions/blob/main/data/1946/mot-1946--ak--00137.xml	Stockholm den 18 januari 1946.	Av herr Ståhl och fru Nordgren, om tillerkännande av polis- mans skydd åt chaufförer i yrkesmässig persontrafik.	Manne Ståhl. Olivia Nordgren.	
https://github.com/swerik-project/riksdagen-motions/blob/main/data/1947/mot-1947--ak--00422.xml	Stockholm den 6 maj 1947.	Av herr Gustafson i Dädesjö m. fl., i anledning av Kungl. Maj:ts proposition, nr 230, angående anslag för budgetåret 1947/48 till folkskoleseminarierna, m. m.	Hjalmar Gustafson. C. Oscar Nolin. Victor J. Mattsson. Fritz Persson. (Lika lydande med motion i Första kammaren nr 281.)	
https://github.com/swerik-project/riksdagen-motions/blob/main/data/1947/mot-1947--fk--00094.xml	Stockholm den 23 januari 1947.	Av herrar Anderberg och Bondeson, om årligt pensionstillägg åt förre kriminalkommissarien vid Malmö polisdistrikt A. Rymark.	Rud. Anderberg. Lennart Bondeson.	
https://github.com/swerik-project/riksdagen-motions/blob/main/data/1947/mot-1947--fk--00197.xml	Stockholm den 23 januari 1947.	Av herr Bondeson m. fl.,. om utredning angående tullfri införsel från Danmark av frö och plantor av skogsträd.	Lennart Bondeson. Bernhard Näsgård. Carl Beck-Friis. Lars V. Lindén.	
