csv_row	parliament_year	motion_path	exact_match	precision	recall	f1	true_positives	false_positives	false_negatives	gold_signee_count	xml_predicted_signee_count	miss_rate	coverage	extra_rate	gold_ids	xml_predicted_ids	true_positive_ids	false_positive_ids	false_negative_ids	xml_body_ids	xml_metadata_ids	body_metadata_agree	signature_item_count	unknown_signature_count	missing_who_count	non_swerik_who_values	metadata_placeholder_count	metadata_non_swerik_values	xml_read_error	motion
285	1962	data/1962/mot-1962--ak--00004.xml	True	1.0	1.0	1.0	1	0	0	1	1	0.0	1.0	0.0	i-Af27F1xYCu7PKfDmUgU7Xb	i-Af27F1xYCu7PKfDmUgU7Xb	i-Af27F1xYCu7PKfDmUgU7Xb			i-Af27F1xYCu7PKfDmUgU7Xb		False	1	0	0		0			https://github.com/swerik-project/riksdagen-motions/blob/main/data/1962/mot-1962--ak--00004.xml
286	1962	data/1962/mot-1962--ak--00494.xml	False	0.0	0.0	0.0	0	1	2	2	1	1.0	0.0	1.0	i-QXiGidLhFr3yVPmDxRSa4h; i-UgwyXZW5Y9UVnaeQC5yZU8	i-SU3GVVoAF9WBfUSn5nRE5m		i-SU3GVVoAF9WBfUSn5nRE5m	i-QXiGidLhFr3yVPmDxRSa4h; i-UgwyXZW5Y9UVnaeQC5yZU8	i-SU3GVVoAF9WBfUSn5nRE5m		False	2	1	0		0			https://github.com/swerik-project/riksdagen-motions/blob/main/data/1962/mot-1962--ak--00494.xml
287	1962	data/1962/mot-1962--fk--00070.xml	False	0.75	0.75	0.75	3	1	1	4	4	0.25	0.75	0.25	i-DjzMK2q4HBp8SxyHxFkXFq; i-DuMmQVGSnykDcj8ZwohCuA; i-M4wHZVugBn9h9Kg9ELiKnA; i-XnQDSX294nH3szRa45nm6F	i-Apri7FgXXxnC71KLoUptE9; i-DjzMK2q4HBp8SxyHxFkXFq; i-DuMmQVGSnykDcj8ZwohCuA; i-XnQDSX294nH3szRa45nm6F	i-DjzMK2q4HBp8SxyHxFkXFq; i-DuMmQVGSnykDcj8ZwohCuA; i-XnQDSX294nH3szRa45nm6F	i-Apri7FgXXxnC71KLoUptE9	i-M4wHZVugBn9h9Kg9ELiKnA	i-Apri7FgXXxnC71KLoUptE9; i-DjzMK2q4HBp8SxyHxFkXFq; i-DuMmQVGSnykDcj8ZwohCuA; i-XnQDSX294nH3szRa45nm6F		False	4	0	0		0			https://github.com/swerik-project/riksdagen-motions/blob/main/data/1962/mot-1962--fk--00070.xml
288	1963	data/1963/mot-1963--ak--00124.xml	True	1.0	1.0	1.0	4	0	0	4	4	0.0	1.0	0.0	i-3R2qbKpVQbNv7BvXe7jvcr; i-9MFHjq6CgKrRzcV8mJqNJd; i-9pniEQjQ1nuD311D7jnQjy; i-DeMcYgqj88271pG5nHrmLT	i-3R2qbKpVQbNv7BvXe7jvcr; i-9MFHjq6CgKrRzcV8mJqNJd; i-9pniEQjQ1nuD311D7jnQjy; i-DeMcYgqj88271pG5nHrmLT	i-3R2qbKpVQbNv7BvXe7jvcr; i-9MFHjq6CgKrRzcV8mJqNJd; i-9pniEQjQ1nuD311D7jnQjy; i-DeMcYgqj88271pG5nHrmLT			i-3R2qbKpVQbNv7BvXe7jvcr; i-9MFHjq6CgKrRzcV8mJqNJd; i-9pniEQjQ1nuD311D7jnQjy; i-DeMcYgqj88271pG5nHrmLT		False	4	0	0		0			https://github.com/swerik-project/riksdagen-motions/blob/main/data/1963/mot-1963--ak--00124.xml
289	1963	data/1963/mot-1963--fk--00282.xml	False	0.0	0.0	0.0	0	0	3	3	0	1.0	0.0	0.0	i-8V9rz1DAk7BXrD9Xd2WbaB; i-AFKRuqw65ewVGnDdU6pKeD; i-Lr6SgKhYd2CyYMfVp5ZboP				i-8V9rz1DAk7BXrD9Xd2WbaB; i-AFKRuqw65ewVGnDdU6pKeD; i-Lr6SgKhYd2CyYMfVp5ZboP			True	1	1	0		0			https://github.com/swerik-project/riksdagen-motions/blob/main/data/1963/mot-1963--fk--00282.xml
290	1963	data/1963/mot-1963--fk--00548.xml	False	0.3333333333333333	1.0	0.5	1	2	0	1	3	0.0	1.0	0.6666666666666666	i-QW3U8q9gqCreU8hvXKjp44	i-PPWwBLdPREsswAdQfVRE7a; i-PUU7m4zHNmgsoCo9JZxuNX; i-QW3U8q9gqCreU8hvXKjp44	i-QW3U8q9gqCreU8hvXKjp44	i-PPWwBLdPREsswAdQfVRE7a; i-PUU7m4zHNmgsoCo9JZxuNX		i-PPWwBLdPREsswAdQfVRE7a; i-PUU7m4zHNmgsoCo9JZxuNX; i-QW3U8q9gqCreU8hvXKjp44		False	3	0	0		0			https://github.com/swerik-project/riksdagen-motions/blob/main/data/1963/mot-1963--fk--00548.xml
291	1964	data/1964/mot-1964--ak--00050.xml	False	1.0	0.25	0.4	1	0	3	4	1	0.75	0.25	0.0	i-9Y4xyA9x1QxKAxWcTDiJ57; i-FiisfXYQcUpGymcboYQpoF; i-GPYC16egTa8Yn3wguN6WLg; i-M4NwryA2HF7uey8djEDX9X	i-FiisfXYQcUpGymcboYQpoF	i-FiisfXYQcUpGymcboYQpoF		i-9Y4xyA9x1QxKAxWcTDiJ57; i-GPYC16egTa8Yn3wguN6WLg; i-M4NwryA2HF7uey8djEDX9X	i-FiisfXYQcUpGymcboYQpoF		False	1	0	0		0			https://github.com/swerik-project/riksdagen-motions/blob/main/data/1964/mot-1964--ak--00050.xml
292	1964	data/1964/mot-1964--fk--00576.xml	False	0.0	0.0	0.0	0	1	4	4	1	1.0	0.0	1.0	i-DuMmQVGSnykDcj8ZwohCuA; i-Lr6SgKhYd2CyYMfVp5ZboP; i-XnAJTZxq8aH1QaVGLczDrb; i-XxxhK5cXr2wqWtUSsWnphS	i-QW3U8q9gqCreU8hvXKjp44		i-QW3U8q9gqCreU8hvXKjp44	i-DuMmQVGSnykDcj8ZwohCuA; i-Lr6SgKhYd2CyYMfVp5ZboP; i-XnAJTZxq8aH1QaVGLczDrb; i-XxxhK5cXr2wqWtUSsWnphS	i-QW3U8q9gqCreU8hvXKjp44		False	2	1	0		0			https://github.com/swerik-project/riksdagen-motions/blob/main/data/1964/mot-1964--fk--00576.xml
293	1964	data/1964/mot-1964--fk--00824.xml	False	0.0	0.0	0.0	0	4	2	2	4	1.0	0.0	1.0	i-Uu3ii7QQsF5DRLG8s64oZ8; i-Ya2sXBkHdvFiAX2aAMCu84	i-8Lq2FtVLPjm4ZuNxycmaDK; i-CSGB7BSLWcVycgnbynHD51; i-GLno3eQa9T5zWF3tzFnibf; i-NrbxPf13DGzMk6GuWQTaKk		i-8Lq2FtVLPjm4ZuNxycmaDK; i-CSGB7BSLWcVycgnbynHD51; i-GLno3eQa9T5zWF3tzFnibf; i-NrbxPf13DGzMk6GuWQTaKk	i-Uu3ii7QQsF5DRLG8s64oZ8; i-Ya2sXBkHdvFiAX2aAMCu84	i-8Lq2FtVLPjm4ZuNxycmaDK; i-CSGB7BSLWcVycgnbynHD51; i-GLno3eQa9T5zWF3tzFnibf; i-NrbxPf13DGzMk6GuWQTaKk		False	5	1	0		0			https://github.com/swerik-project/riksdagen-motions/blob/main/data/1964/mot-1964--fk--00824.xml
294	1965	data/1965/mot-1965--ak--00891.xml	False	0.0	0.0	0.0	0	0	5	5	0	1.0	0.0	0.0	i-BHdk6r4gSueHaCjF4xQ9BW; i-E9aScmhjijhnqjzEW3KgLJ; i-JzFnmTZvh2HBnWRxpGWm5p; i-KY2qFJXpwf6GTtVoW7mKo8; i-McqtqKBwTgYornj9cNC5hS				i-BHdk6r4gSueHaCjF4xQ9BW; i-E9aScmhjijhnqjzEW3KgLJ; i-JzFnmTZvh2HBnWRxpGWm5p; i-KY2qFJXpwf6GTtVoW7mKo8; i-McqtqKBwTgYornj9cNC5hS			True	1	1	0		0			https://github.com/swerik-project/riksdagen-motions/blob/main/data/1965/mot-1965--ak--00891.xml
295	1965	data/1965/mot-1965--fk--00396.xml	False	0.0	0.0	0.0	0	0	3	3	0	1.0	0.0	0.0	i-2vSoREUgDMM9du3oZhTyJR; i-8V9rz1DAk7BXrD9Xd2WbaB; i-JJbUecmn3MSCSN2PV2BVLq				i-2vSoREUgDMM9du3oZhTyJR; i-8V9rz1DAk7BXrD9Xd2WbaB; i-JJbUecmn3MSCSN2PV2BVLq			True	1	1	0		0			https://github.com/swerik-project/riksdagen-motions/blob/main/data/1965/mot-1965--fk--00396.xml
296	1965	data/1965/mot-1965--fk--00616.xml	False	0.0	0.0	0.0	0	0	2	2	0	1.0	0.0	0.0	i-Enw1KHymm14HvZLXai5pNR; i-JJbUecmn3MSCSN2PV2BVLq				i-Enw1KHymm14HvZLXai5pNR; i-JJbUecmn3MSCSN2PV2BVLq			True	1	1	0		0			https://github.com/swerik-project/riksdagen-motions/blob/main/data/1965/mot-1965--fk--00616.xml
297	1966	data/1966/mot-1966--ak--00894.xml	False	0.2857142857142857	1.0	0.4444444444444444	2	5	0	2	7	0.0	1.0	0.7142857142857143	i-FREGKa9PtXVgWChpGg3rFi; i-M4NwryA2HF7uey8djEDX9X	i-5hWJKAnAs7X9iuugADpXr7; i-81PQrPhnDLAmM1hjWyXu84; i-BzYgGpLotxmsWDEnHPnKgu; i-FREGKa9PtXVgWChpGg3rFi; i-HW3WbeQFWVwtJaT8RCt2JM; i-M4NwryA2HF7uey8djEDX9X; i-UgwyXZW5Y9UVnaeQC5yZU8	i-FREGKa9PtXVgWChpGg3rFi; i-M4NwryA2HF7uey8djEDX9X	i-5hWJKAnAs7X9iuugADpXr7; i-81PQrPhnDLAmM1hjWyXu84; i-BzYgGpLotxmsWDEnHPnKgu; i-HW3WbeQFWVwtJaT8RCt2JM; i-UgwyXZW5Y9UVnaeQC5yZU8		i-5hWJKAnAs7X9iuugADpXr7; i-81PQrPhnDLAmM1hjWyXu84; i-BzYgGpLotxmsWDEnHPnKgu; i-FREGKa9PtXVgWChpGg3rFi; i-HW3WbeQFWVwtJaT8RCt2JM; i-M4NwryA2HF7uey8djEDX9X; i-UgwyXZW5Y9UVnaeQC5yZU8		False	7	0	0		0			https://github.com/swerik-project/riksdagen-motions/blob/main/data/1966/mot-1966--ak--00894.xml
298	1966	data/1966/mot-1966--fk--00014.xml	False	0.0	0.0	0.0	0	0	3	3	0	1.0	0.0	0.0	i-DYgzAT37kBVShgAsK7YzHQ; i-Nn2dRsVQuZeCCPQApM5Pkz; i-XbPNTXJL74ynfThk9DM7o9				i-DYgzAT37kBVShgAsK7YzHQ; i-Nn2dRsVQuZeCCPQApM5Pkz; i-XbPNTXJL74ynfThk9DM7o9			True	3	3	0		0			https://github.com/swerik-project/riksdagen-motions/blob/main/data/1966/mot-1966--fk--00014.xml
299	1966	data/1966/mot-1966--fk--00298.xml	True	1.0	1.0	1.0	1	0	0	1	1	0.0	1.0	0.0	i-PUU7m4zHNmgsoCo9JZxuNX	i-PUU7m4zHNmgsoCo9JZxuNX	i-PUU7m4zHNmgsoCo9JZxuNX			i-PUU7m4zHNmgsoCo9JZxuNX		False	2	0	0		0			https://github.com/swerik-project/riksdagen-motions/blob/main/data/1966/mot-1966--fk--00298.xml
300	1967	data/1967/mot-1967--ak--00139.xml	False	0.0	0.0	0.0	0	0	4	4	0	1.0	0.0	0.0	i-2mWi9vtkPfa94zF2iziK1h; i-7d3TRxM4EXGPcH4Nyst5jR; i-9Y4xyA9x1QxKAxWcTDiJ57; i-BbiLJyQjTgGoxdGRDLvnDo				i-2mWi9vtkPfa94zF2iziK1h; i-7d3TRxM4EXGPcH4Nyst5jR; i-9Y4xyA9x1QxKAxWcTDiJ57; i-BbiLJyQjTgGoxdGRDLvnDo			True	0	0	0		0			https://github.com/swerik-project/riksdagen-motions/blob/main/data/1967/mot-1967--ak--00139.xml
301	1967	data/1967/mot-1967--ak--00651.xml	True	1.0	1.0	1.0	4	0	0	4	4	0.0	1.0	0.0	i-3QAhVH5wpKkQj8omxN4FJe; i-3cLfVTHjxTNrH9Grf4J5np; i-6sbVRZAYRDNeiVS9WQSU1e; i-BFoXCgys28ckfAVNL5WTAG	i-3QAhVH5wpKkQj8omxN4FJe; i-3cLfVTHjxTNrH9Grf4J5np; i-6sbVRZAYRDNeiVS9WQSU1e; i-BFoXCgys28ckfAVNL5WTAG	i-3QAhVH5wpKkQj8omxN4FJe; i-3cLfVTHjxTNrH9Grf4J5np; i-6sbVRZAYRDNeiVS9WQSU1e; i-BFoXCgys28ckfAVNL5WTAG			i-3QAhVH5wpKkQj8omxN4FJe; i-3cLfVTHjxTNrH9Grf4J5np; i-6sbVRZAYRDNeiVS9WQSU1e; i-BFoXCgys28ckfAVNL5WTAG		False	4	0	0		0			https://github.com/swerik-project/riksdagen-motions/blob/main/data/1967/mot-1967--ak--00651.xml
302	1967	data/1967/mot-1967--ak--00704.xml	False	0.16666666666666666	0.6666666666666666	0.26666666666666666	2	10	1	3	12	0.3333333333333333	0.6666666666666666	0.8333333333333334	i-ATcwa3wSYttW59H6uu1PFg; i-Af27F1xYCu7PKfDmUgU7Xb; i-BTQHo9TKPt4psovBo1HK4X	i-3R2qbKpVQbNv7BvXe7jvcr; i-3R5C8vQo1FXLQaqX7yYqq8; i-4Fpaw3XcFb6Gne8E62mhr1; i-Af27F1xYCu7PKfDmUgU7Xb; i-BTQHo9TKPt4psovBo1HK4X; i-BjNiod8wotUabh41ByfhRU; i-CrKFd8YrUoQVBgUYnwpDY7; i-FoZGPWdjE7CaiMyuRthV17; i-Hg2Wz95RvQx3yUWLWY7d8f; i-LQKP5CDY62YpFZWUbs7QiW; i-QJQMD7isQ7v6yQvCE9CMfC; i-YTMf7Ds7TsUv3tGpFLxE7N	i-Af27F1xYCu7PKfDmUgU7Xb; i-BTQHo9TKPt4psovBo1HK4X	i-3R2qbKpVQbNv7BvXe7jvcr; i-3R5C8vQo1FXLQaqX7yYqq8; i-4Fpaw3XcFb6Gne8E62mhr1; i-BjNiod8wotUabh41ByfhRU; i-CrKFd8YrUoQVBgUYnwpDY7; i-FoZGPWdjE7CaiMyuRthV17; i-Hg2Wz95RvQx3yUWLWY7d8f; i-LQKP5CDY62YpFZWUbs7QiW; i-QJQMD7isQ7v6yQvCE9CMfC; i-YTMf7Ds7TsUv3tGpFLxE7N	i-ATcwa3wSYttW59H6uu1PFg	i-3R2qbKpVQbNv7BvXe7jvcr; i-3R5C8vQo1FXLQaqX7yYqq8; i-4Fpaw3XcFb6Gne8E62mhr1; i-Af27F1xYCu7PKfDmUgU7Xb; i-BTQHo9TKPt4psovBo1HK4X; i-BjNiod8wotUabh41ByfhRU; i-CrKFd8YrUoQVBgUYnwpDY7; i-FoZGPWdjE7CaiMyuRthV17; i-Hg2Wz95RvQx3yUWLWY7d8f; i-LQKP5CDY62YpFZWUbs7QiW; i-QJQMD7isQ7v6yQvCE9CMfC; i-YTMf7Ds7TsUv3tGpFLxE7N		False	16	3	0		0			https://github.com/swerik-project/riksdagen-motions/blob/main/data/1967/mot-1967--ak--00704.xml
303	1968	data/1968/mot-1968--ak--00070.xml	True	1.0	1.0	1.0	6	0	0	6	6	0.0	1.0	0.0	i-2H8FgkqFXcNpmFeBm6LxiU; i-5iDHhEyrDtZjVWxHXocqWy; i-7dXgNidaggTRBb3qPDta9j; i-9C6mLQs4QzU7geZ2uSMUpe; i-QskpWd4ZmmJt8AesZ4pf8K; i-VWPdkB4dCgnBm489RG7Nc4	i-2H8FgkqFXcNpmFeBm6LxiU; i-5iDHhEyrDtZjVWxHXocqWy; i-7dXgNidaggTRBb3qPDta9j; i-9C6mLQs4QzU7geZ2uSMUpe; i-QskpWd4ZmmJt8AesZ4pf8K; i-VWPdkB4dCgnBm489RG7Nc4	i-2H8FgkqFXcNpmFeBm6LxiU; i-5iDHhEyrDtZjVWxHXocqWy; i-7dXgNidaggTRBb3qPDta9j; i-9C6mLQs4QzU7geZ2uSMUpe; i-QskpWd4ZmmJt8AesZ4pf8K; i-VWPdkB4dCgnBm489RG7Nc4			i-2H8FgkqFXcNpmFeBm6LxiU; i-5iDHhEyrDtZjVWxHXocqWy; i-7dXgNidaggTRBb3qPDta9j; i-9C6mLQs4QzU7geZ2uSMUpe; i-QskpWd4ZmmJt8AesZ4pf8K; i-VWPdkB4dCgnBm489RG7Nc4		False	6	0	0		0			https://github.com/swerik-project/riksdagen-motions/blob/main/data/1968/mot-1968--ak--00070.xml
304	1968	data/1968/mot-1968--fk--00140.xml	True	1.0	1.0	1.0	2	0	0	2	2	0.0	1.0	0.0	i-4UgQ2nJDsz9iU1xxKcTpmu; i-FcSHwyiPoR4KQVGMkW2y5K	i-4UgQ2nJDsz9iU1xxKcTpmu; i-FcSHwyiPoR4KQVGMkW2y5K	i-4UgQ2nJDsz9iU1xxKcTpmu; i-FcSHwyiPoR4KQVGMkW2y5K			i-4UgQ2nJDsz9iU1xxKcTpmu; i-FcSHwyiPoR4KQVGMkW2y5K		False	2	0	0		0			https://github.com/swerik-project/riksdagen-motions/blob/main/data/1968/mot-1968--fk--00140.xml
305	1968	data/1968/mot-1968--fk--00735.xml	False	0.0	0.0	0.0	0	2	3	3	2	1.0	0.0	1.0	i-DjzMK2q4HBp8SxyHxFkXFq; i-Lr6SgKhYd2CyYMfVp5ZboP; i-S9zAqkxFcyEpCQ17ZA2QJ8	i-4UgQ2nJDsz9iU1xxKcTpmu; i-FcSHwyiPoR4KQVGMkW2y5K		i-4UgQ2nJDsz9iU1xxKcTpmu; i-FcSHwyiPoR4KQVGMkW2y5K	i-DjzMK2q4HBp8SxyHxFkXFq; i-Lr6SgKhYd2CyYMfVp5ZboP; i-S9zAqkxFcyEpCQ17ZA2QJ8	i-4UgQ2nJDsz9iU1xxKcTpmu; i-FcSHwyiPoR4KQVGMkW2y5K		False	5	3	0		0			https://github.com/swerik-project/riksdagen-motions/blob/main/data/1968/mot-1968--fk--00735.xml
306	1969	data/1969/mot-1969--ak--00240.xml	False	1.0	0.5	0.6666666666666666	1	0	1	2	1	0.5	0.5	0.0	i-UgwyXZW5Y9UVnaeQC5yZU8; i-X5irVMYi38e9gismX36fph	i-UgwyXZW5Y9UVnaeQC5yZU8	i-UgwyXZW5Y9UVnaeQC5yZU8		i-X5irVMYi38e9gismX36fph	i-UgwyXZW5Y9UVnaeQC5yZU8		False	2	1	0		0			https://github.com/swerik-project/riksdagen-motions/blob/main/data/1969/mot-1969--ak--00240.xml
307	1969	data/1969/mot-1969--ak--00485.xml	True	1.0	1.0	1.0	2	0	0	2	2	0.0	1.0	0.0	i-CQtoxcCx8s7hYkzafGerhR; i-S3eg8HSy1B2AEamregH9dM	i-CQtoxcCx8s7hYkzafGerhR; i-S3eg8HSy1B2AEamregH9dM	i-CQtoxcCx8s7hYkzafGerhR; i-S3eg8HSy1B2AEamregH9dM			i-CQtoxcCx8s7hYkzafGerhR; i-S3eg8HSy1B2AEamregH9dM		False	2	0	0		0			https://github.com/swerik-project/riksdagen-motions/blob/main/data/1969/mot-1969--ak--00485.xml
308	1969	data/1969/mot-1969--fk--00511.xml	False	0.625	1.0	0.7692307692307693	5	3	0	5	8	0.0	1.0	0.375	i-2eSXk1Vkv7uy5sKwa29vbf; i-Fc95WfULHTRVFGndMbh1qx; i-KVp9dph1ZssnqUAC7MH6d3; i-UCYvi6iBMAeLh1SyARGC1i; i-VvrKWHvS5YC9avJn4Jcoqj	i-2eSXk1Vkv7uy5sKwa29vbf; i-2vSoREUgDMM9du3oZhTyJR; i-4ZEtYkDJVkQzAPzCqTvRYF; i-Fc95WfULHTRVFGndMbh1qx; i-KVp9dph1ZssnqUAC7MH6d3; i-PUU7m4zHNmgsoCo9JZxuNX; i-UCYvi6iBMAeLh1SyARGC1i; i-VvrKWHvS5YC9avJn4Jcoqj	i-2eSXk1Vkv7uy5sKwa29vbf; i-Fc95WfULHTRVFGndMbh1qx; i-KVp9dph1ZssnqUAC7MH6d3; i-UCYvi6iBMAeLh1SyARGC1i; i-VvrKWHvS5YC9avJn4Jcoqj	i-2vSoREUgDMM9du3oZhTyJR; i-4ZEtYkDJVkQzAPzCqTvRYF; i-PUU7m4zHNmgsoCo9JZxuNX		i-2eSXk1Vkv7uy5sKwa29vbf; i-2vSoREUgDMM9du3oZhTyJR; i-4ZEtYkDJVkQzAPzCqTvRYF; i-Fc95WfULHTRVFGndMbh1qx; i-KVp9dph1ZssnqUAC7MH6d3; i-PUU7m4zHNmgsoCo9JZxuNX; i-UCYvi6iBMAeLh1SyARGC1i; i-VvrKWHvS5YC9avJn4Jcoqj		False	8	0	0		0			https://github.com/swerik-project/riksdagen-motions/blob/main/data/1969/mot-1969--fk--00511.xml
309	1970	data/1970/mot-1970--ak--00551.xml	False	0.36363636363636365	0.8	0.5	4	7	1	5	11	0.2	0.8	0.6363636363636364	i-Asq7NRpmkGRyqdnCrfGpjH; i-HBefMTHdym5gJ3a1vqK6pr; i-PrsCQ5b3apVhb1mY1YWbbp; i-QUqUmVazVZYgkmCXgYjZgs; i-YbgaAY79FADF32ty9BkkW	i-3ChvFB2zr9iHy1ZRMn1Ban; i-6PeNM1B9NsCjyScL117vps; i-8aNTXCV4f9MdU7Dz15ZXyB; i-Asq7NRpmkGRyqdnCrfGpjH; i-BtszRKWKgFfiTcr2r2Ek6j; i-Fs9KpZYHZp1uu9ioJZkH5D; i-HBefMTHdym5gJ3a1vqK6pr; i-QUqUmVazVZYgkmCXgYjZgs; i-QXiGidLhFr3yVPmDxRSa4h; i-UgwyXZW5Y9UVnaeQC5yZU8; i-YbgaAY79FADF32ty9BkkW	i-Asq7NRpmkGRyqdnCrfGpjH; i-HBefMTHdym5gJ3a1vqK6pr; i-QUqUmVazVZYgkmCXgYjZgs; i-YbgaAY79FADF32ty9BkkW	i-3ChvFB2zr9iHy1ZRMn1Ban; i-6PeNM1B9NsCjyScL117vps; i-8aNTXCV4f9MdU7Dz15ZXyB; i-BtszRKWKgFfiTcr2r2Ek6j; i-Fs9KpZYHZp1uu9ioJZkH5D; i-QXiGidLhFr3yVPmDxRSa4h; i-UgwyXZW5Y9UVnaeQC5yZU8	i-PrsCQ5b3apVhb1mY1YWbbp	i-3ChvFB2zr9iHy1ZRMn1Ban; i-6PeNM1B9NsCjyScL117vps; i-8aNTXCV4f9MdU7Dz15ZXyB; i-Asq7NRpmkGRyqdnCrfGpjH; i-BtszRKWKgFfiTcr2r2Ek6j; i-Fs9KpZYHZp1uu9ioJZkH5D; i-HBefMTHdym5gJ3a1vqK6pr; i-QUqUmVazVZYgkmCXgYjZgs; i-QXiGidLhFr3yVPmDxRSa4h; i-UgwyXZW5Y9UVnaeQC5yZU8; i-YbgaAY79FADF32ty9BkkW		False	13	2	0		0			https://github.com/swerik-project/riksdagen-motions/blob/main/data/1970/mot-1970--ak--00551.xml
310	1970	data/1970/mot-1970--ak--00570.xml	True	1.0	1.0	1.0	1	0	0	1	1	0.0	1.0	0.0	i-3DJzbhf3kpR3QgMGxxJp5p	i-3DJzbhf3kpR3QgMGxxJp5p	i-3DJzbhf3kpR3QgMGxxJp5p			i-3DJzbhf3kpR3QgMGxxJp5p		False	1	0	0		0			https://github.com/swerik-project/riksdagen-motions/blob/main/data/1970/mot-1970--ak--00570.xml
311	1970	data/1970/mot-1970--ak--01072.xml	True	1.0	1.0	1.0	1	0	0	1	1	0.0	1.0	0.0	i-4uJEFdvmwfbMmozZhv5XDY	i-4uJEFdvmwfbMmozZhv5XDY	i-4uJEFdvmwfbMmozZhv5XDY			i-4uJEFdvmwfbMmozZhv5XDY		False	1	0	0		0			https://github.com/swerik-project/riksdagen-motions/blob/main/data/1970/mot-1970--ak--01072.xml
312	1971	data/1971/mot-1971--01121.xml	False	1.0	0.6666666666666666	0.8	2	0	1	3	2	0.3333333333333333	0.6666666666666666	0.0	i-4ArLZazBX4fxunitZvs7oe; i-7CXHDen9y2qKcYDisT3zjQ; i-S9emfaxXsmAywnkewYKSJ7	i-4ArLZazBX4fxunitZvs7oe; i-S9emfaxXsmAywnkewYKSJ7	i-4ArLZazBX4fxunitZvs7oe; i-S9emfaxXsmAywnkewYKSJ7		i-7CXHDen9y2qKcYDisT3zjQ	i-4ArLZazBX4fxunitZvs7oe; i-S9emfaxXsmAywnkewYKSJ7	i-4ArLZazBX4fxunitZvs7oe; i-7CXHDen9y2qKcYDisT3zjQ; i-S9emfaxXsmAywnkewYKSJ7	False	3	1	0		0			https://github.com/swerik-project/riksdagen-motions/blob/main/data/1971/mot-1971--01121.xml
313	1971	data/1971/mot-1971--01175.xml	True	1.0	1.0	1.0	8	0	0	8	8	0.0	1.0	0.0	i-2vSoREUgDMM9du3oZhTyJR; i-81PQrPhnDLAmM1hjWyXu84; i-AMWvsAmfXhcB7kDsWLx8qY; i-HdmXapeTq3DFBQub8j1ccm; i-Hu7hKPMf4mxcMxbTcp28NL; i-Ki8BXCebma4Cx5CBFDs2LW; i-MKtRRcpTpEb8T45YVQN8TW; i-N3aYKF4kBnV2748MhAsbdj	i-2vSoREUgDMM9du3oZhTyJR; i-81PQrPhnDLAmM1hjWyXu84; i-AMWvsAmfXhcB7kDsWLx8qY; i-HdmXapeTq3DFBQub8j1ccm; i-Hu7hKPMf4mxcMxbTcp28NL; i-Ki8BXCebma4Cx5CBFDs2LW; i-MKtRRcpTpEb8T45YVQN8TW; i-N3aYKF4kBnV2748MhAsbdj	i-2vSoREUgDMM9du3oZhTyJR; i-81PQrPhnDLAmM1hjWyXu84; i-AMWvsAmfXhcB7kDsWLx8qY; i-HdmXapeTq3DFBQub8j1ccm; i-Hu7hKPMf4mxcMxbTcp28NL; i-Ki8BXCebma4Cx5CBFDs2LW; i-MKtRRcpTpEb8T45YVQN8TW; i-N3aYKF4kBnV2748MhAsbdj			i-2vSoREUgDMM9du3oZhTyJR; i-81PQrPhnDLAmM1hjWyXu84; i-AMWvsAmfXhcB7kDsWLx8qY; i-HdmXapeTq3DFBQub8j1ccm; i-Hu7hKPMf4mxcMxbTcp28NL; i-Ki8BXCebma4Cx5CBFDs2LW; i-MKtRRcpTpEb8T45YVQN8TW; i-N3aYKF4kBnV2748MhAsbdj	i-2vSoREUgDMM9du3oZhTyJR; i-AMWvsAmfXhcB7kDsWLx8qY; i-HdmXapeTq3DFBQub8j1ccm; i-Hu7hKPMf4mxcMxbTcp28NL; i-Ki8BXCebma4Cx5CBFDs2LW; i-MKtRRcpTpEb8T45YVQN8TW; i-N3aYKF4kBnV2748MhAsbdj	False	8	0	0		0			https://github.com/swerik-project/riksdagen-motions/blob/main/data/1971/mot-1971--01175.xml
314	1972	data/1972/mot-1972--00770.xml	False	0.75	1.0	0.8571428571428571	3	1	0	3	4	0.0	1.0	0.25	i-5kU1NDcAEm4A68amDSrbNF; i-APdYmA6gEZ5MaLN6tJK7ae; i-BRbSgB6kTjTGkYknyWRHHb	i-5kU1NDcAEm4A68amDSrbNF; i-APdYmA6gEZ5MaLN6tJK7ae; i-BRbSgB6kTjTGkYknyWRHHb; i-GLno3eQa9T5zWF3tzFnibf	i-5kU1NDcAEm4A68amDSrbNF; i-APdYmA6gEZ5MaLN6tJK7ae; i-BRbSgB6kTjTGkYknyWRHHb	i-GLno3eQa9T5zWF3tzFnibf		i-5kU1NDcAEm4A68amDSrbNF; i-APdYmA6gEZ5MaLN6tJK7ae; i-BRbSgB6kTjTGkYknyWRHHb; i-GLno3eQa9T5zWF3tzFnibf	i-5kU1NDcAEm4A68amDSrbNF; i-APdYmA6gEZ5MaLN6tJK7ae; i-GLno3eQa9T5zWF3tzFnibf	False	4	0	0		1			https://github.com/swerik-project/riksdagen-motions/blob/main/data/1972/mot-1972--00770.xml
