motion	parliament_year	chamber	annotation	most_probable_line	lev	wer	cer
data/1926/mot-1926--fk--00189.xml	1926	fk	Axel Bernhard Eklund,	 Axel Bernhard Eklund,	0	0.0	0.0
data/1926/mot-1926--fk--00189.xml	1926	fk	Dottern Ester Alexandra Elionora Angeliquei Wäntinen, född Pettersson,	 Dottern Ester Alexandra Elionora Angeliquei Wäntinen, född Pettersson,	0	0.0	0.0
data/1926/mot-1926--fk--00251.xml	1926	fk	försäkran, att varje nyans av politisk opinion får göra sig gällande. Där-	 försäkran, att varje nyans av politisk opinion får göra sig gällande. Där-	0	0.0	0.0
data/1926/mot-1926--fk--00251.xml	1926	fk	igenom undandrages kongressens vetskap i god tid om vad den dock lag-	 igenom undandrages kongressens vetskap i god tid om vad den dock lag-	0	0.0	0.0
data/1926/mot-1926--fk--00251.xml	1926	fk	giva rapport till sina uppdragsgivare, föra protokoll över sina förhandlin-	 giva rapport till sina uppdragsgivare, föra protokoll över sina förhandlin-	0	0.0	0.0
data/1926/mot-1926--fk--00291.xml	1926	fk	hänföra till enklare tandvård torde kunna fastställas av k. socialstyrelsen	 hänföra till enklare tandvård torde kunna fastställas av k. socialstyrelsen	0	0.0	0.0
data/1926/mot-1926--fk--00291.xml	1926	fk	På grund av vad jag sålunda anfört, får jag hemställa, det riksdagen måtte	 På grund av vad jag sålunda anfört, får jag hemställa, det riksdagen måtte	0	0.0	0.0
data/1926/mot-1926--fk--00291.xml	1926	fk	ersätter sina medlemmar med högst två tredjedelar av kostna-	 ersätter sina medlemmar med högst två tredjedelar av kostna-	0	0.0	0.0
data/1927/mot-1927--ak--00099.xml	1927	ak	På grund av den kännedom undertecknad under 11 år förvärvat beträffande	 På grund av den kännedom undertecknad under 11 år förvärvat beträffande	0	0.0	0.0
data/1927/mot-1927--ak--00099.xml	1927	ak	Bilaga 5.	 Bilaga 5.	0	0.0	0.0
data/1927/mot-1927--ak--00099.xml	1927	ak	ningar vid Porjus Kraftverks Norrbottenselektrifiering.	 ningar vid Porjus Kraftverks Norrbottenselektrifiering.	0	0.0	0.0
data/1927/mot-1927--ak--00243.xml	1927	ak	Det torde måhända komma att invändas att lagens efterlevnad blir svår	 Det torde måhända komma att invändas att lagens efterlevnad blir svår	0	0.0	0.0
data/1927/mot-1927--ak--00243.xml	1927	ak	delsen av att föra endast fullgoda varor i export.	 delsen av att föra endast fullgoda varor i export.	0	0.0	0.0
data/1927/mot-1927--ak--00243.xml	1927	ak	att riksdagen måtte besluta i skrivelse till Kungl.	 att riksdagen måtte besluta i skrivelse till Kungl.	0	0.0	0.0
data/1927/mot-1927--ak--00260.xml	1927	ak	eldare vid arméns truppförband, snarast ordnas, och tillåter jag mig på	 eldare vid arméns truppförband, snarast ordnas, och tillåter jag mig på	0	0.0	0.0
data/1927/mot-1927--ak--00260.xml	1927	ak	direkt till utskottet - med yrkande om avslåg å vad i statsrådsproto-	 direkt till utskottet — med yrkande om avslag å vad i statsrådsproto-	2	0.1666666716337204	0.028985507246376812
data/1927/mot-1927--ak--00260.xml	1927	ak	placering i tjänsteföreteckning av maskinister och eldare	 placering i tjänsteförteckning av maskinister och eldare 	1	0.1428571492433548	0.017543859649122806
data/1927/mot-1927--fk--00139.xml	1927	fk	Chocklad m. m. „ 390:85	 Choklad m. Dm. ssossess	10	1.0	0.43478260869565216
data/1927/mot-1927--fk--00139.xml	1927	fk	Hyror av materiel, barnen tilldelad gym-	 Hyror av materiel, barnen tilldelad gym-	0	0.0	0.0
data/1927/mot-1927--fk--00139.xml	1927	fk	Odisponerade medel „ 464:39	 Odisponerade medel ........	8	0.6666666865348816	0.2962962962962963
data/1927/mot-1927--fk--00251.xml	1927	fk	andra delar av landet torde väl ingen vilja påstå.	 andra delar av landet torde väl ingen vilja påstå.	0	0.0	0.0
data/1927/mot-1927--fk--00251.xml	1927	fk	har därvid hänsyn ej tagits till de elever, som skulle komma fråm Åmåls	 har därvid hänsyn ej tagits till de elever, som skulle komma från Åmåls	1	0.07692307978868484	0.014084507042253521
data/1927/mot-1927--fk--00251.xml	1927	fk	dana yppar sig. Principen är givetvis fullt riktig. Och därför bör den också	 dana yppar sig. Principen är givetvis fullt riktig. Och därför bör den också	0	0.0	0.0
data/1927/mot-1927--fk--00299.xml	1927	fk	beskaffenhet eller annan omständighet måste anses alldeles olämplig för jord-	 beskaffenhet eller annan omständighet måste anses alldeles olämplig för jord-	0	0.0	0.0
data/1927/mot-1927--fk--00299.xml	1927	fk	nen. Då emellertid kommissionens förslag till vanhävdslag omfattade alla ka-	 nen. Då emellertid kommissionens förslag till vanhävdslag omfattade alla ka-	0	0.0	0.0
data/1927/mot-1927--fk--00299.xml	1927	fk	Jordsakkunniga hava i sitt betänkande ej visat denna moderation. De ut-	 Jordsakkunniga hava i sitt betänkande ej visat denna moderation. De ut-	0	0.0	0.0
data/1928/mot-1928--ak--00129.xml	1928	ak	bund, som redan bedriva understödsverksamhet, heter det nämligen i betän-	 bund, som redan bedriva understödsverksamhet, heter det nämligen i betän-	0	0.0	0.0
data/1928/mot-1928--ak--00129.xml	1928	ak	arbetare samt innebära möjlighet till försörjning av det arbetlösa. Kostnaderna	 arbetare samt innebära möjlighet till försörjning av de arbetlösa. Kostnaderna 	1	0.10000000149011612	0.012658227848101266
data/1928/mot-1928--ak--00129.xml	1928	ak	År 1922 sändes till Stockholm en massdeputation bestående av 483 valda ombud	 År 1922 sändes till Stockholm en massdeputation bestående av 483 valda ombud	0	0.0	0.0
data/1928/mot-1928--ak--00301.xml	1928	ak	sådan björn avsevärd förödelse bland kreaturen i en by på den svenska sidan	 sådan björn avsevärd förödelse bland kreaturen i en by på den svenska sidan	0	0.0	0.0
data/1928/mot-1928--ak--00301.xml	1928	ak	stadgan den 25 november 1927 (nr 439), att vad i mom. 1 i	 stadgan den 25 november 1927 (nr 439), att vad i mom. 1 i	0	0.0	0.0
data/1928/mot-1928--ak--00301.xml	1928	ak	Stockholm den 21 januari 1928.	 Stockholm den 21 januari 1928.	0	0.0	0.0
data/1928/mot-1928--ak--00434.xml	1928	ak	| Eskilstuna | Eskilstuna | - | - |	 I Nyköping Eskilstuna tLinköping t 	22	1.600000023841858	0.6285714285714286
data/1928/mot-1928--ak--00434.xml	1928	ak	| Ystad | 1Ystad | 26,517:90 | 1,325:90 |	 | 6,847: 23 1,740: 01 269: 27 | 1,325: 90	25	0.800000011920929	0.6097560975609756
data/1928/mot-1928--ak--00434.xml	1928	ak	| Halmstad | 1Halmstad | 83,776:99 | 4,188:85 |	 1 Halmstad ! Falkenberg ! Varberg 1 2 8 4 Uppko	32	0.9090909361839294	0.6808510638297872
data/1928/mot-1928--fk--00117.xml	1928	fk	vinsten härav blir visserligen för flertalet av de berörda tjänstemännen med	 vinsten härav blir visserligen för flertalet av de berörda tjänstemännen med	0	0.0	0.0
data/1928/mot-1928--fk--00117.xml	1928	fk	terna ifråga. Och härmed skulle ju, åtminstone i någon mån, syftet med den	 terna ifråga. Och härmed skulle ju, åtminstone i någon mån, syftet med den	0	0.0	0.0
data/1928/mot-1928--fk--00117.xml	1928	fk	ringen av tjänsterna hos föreningen äro berättigade att erhålla nämnda ålders-	 ringen av tjänsterna hos föreningen äro berättigade att erhålla nämnda ålders-	0	0.0	0.0
data/1928/mot-1928--fk--00240.xml	1928	fk	| 1891-1895 | 215,770| 88,089 | 83,981 | 598| 153,381| 115 |	 81 | 1891—1893 ..| 215,770 88,089 83,981 598) 133,381 115 | 	15	0.7272727489471436	0.25
data/1928/mot-1928--fk--00240.xml	1928	fk	| 1896-1900 | 192,147 | 74,235| 27,168| 113,706| 57,418| 931| 212,015| 128 |	 | 1896—1900 ...| 192,147| 74,235| 27,168| 113,706| 57,418 931| 212,015 128 |	7	0.5	0.09210526315789473
data/1928/mot-1928--fk--00240.xml	1928	fk	basiska martinmetoden, ett förhållande, som skulle varit otänkbart utan	 basiska martinmetoden, ett förhållande, som skulle varit otänkbart utan	0	0.0	0.0
data/1928/mot-1928--fk--00246.xml	1928	fk	så får jag, på det att säkerhet må vinnas för att frågan kommer under inne-	 så får jag, på det att säkerhet må vinnas för att frågan kommer under inne-	0	0.0	0.0
data/1928/mot-1928--fk--00246.xml	1928	fk	geringsråd eller annan, av Konungen utsedd, för insikt, erfarenhet	 geringsråd eller annan, av Konungen utsedd, för insikt, erfarenhet	0	0.0	0.0
data/1928/mot-1928--fk--00246.xml	1928	fk	Stockholm den 18 februari 1928.	 Stockholm den 18 februari 1928.	0	0.0	0.0
data/1929/mot-1929--ak--00097.xml	1929	ak	Om erfarenheten utvisar att ytterligare ett andtal trafikpoliser äro erforder-	 Om erfarenheten utvisar att ytterligare ett antal trafikpoliser äro erforder- 	1	0.10000000149011612	0.01282051282051282
data/1929/mot-1929--ak--00097.xml	1929	ak	under vilken myndighet de närmast böra sortera samt vilken omfattning orga-	 under vilken myndighet de närmast böra sortera samt vilken omfattning orga-	0	0.0	0.0
data/1929/mot-1929--ak--00097.xml	1929	ak	att riksdagen må besluta i skrivelse till Kungl. Maj:t anhålla	 att riksdagen må besluta i skrivelse till Kungl. Maj:t anhålla	0	0.0	0.0
data/1929/mot-1929--ak--00187.xml	1929	ak	Vi våga hysa förhoppningen, att den av riksdagen 1924 begärda utred-	 Vi våga hysa förhoppningen, att den av riksdagen 1924 begärda utred-	0	0.0	0.0
data/1929/mot-1929--ak--00187.xml	1929	ak	lika rösträtt, d. v. s. en röst för varje röstberättigad.	 lika rösträtt, d. v. s. en röst för varje röstberättigad.	0	0.0	0.0
data/1929/mot-1929--ak--00187.xml	1929	ak	Olof Andersson i Höör.	 Olof Andersson i Höör.	0	0.0	0.0
data/1929/mot-1929--ak--00329.xml	1929	ak	per år, förordade kommerskollegium taxenedsättningar med minst 10,000,000	 per år, förordade kommerskollegium taxenedsättningar med minst 10,000,000	0	0.0	0.0
data/1929/mot-1929--ak--00329.xml	1929	ak	utsträckning ha bidragit att försvåra näringslivets återhämtning, men det kan	 utsträckning ha bidragit att försvåra näringslivets återhämtning, men det kan	0	0.0	0.0
data/1929/mot-1929--ak--00329.xml	1929	ak	givet yttrande över en inom andra kammaren väckt motion i taxefrågan.	 givet yttrande över en inom andra kammaren väckt motion i taxefrågan.	0	0.0	0.0
data/1929/mot-1929--fk--00001.xml	1929	fk	Minderårigas användande vid skogs- och flottningsarbete 1926. M. II. 104;	 Mindorårigas användande vid skogs- och flottningsarbete 1925. M. II. 104;	2	0.20000000298023224	0.0273972602739726
data/1929/mot-1929--fk--00001.xml	1929	fk	Obligatorisk skiljedom i vissa arbetstvister 1926. M. I. 89, 192, (II. 283); L. 2.	 Obligatorisk skiljedom i vissa arbetstvister 1926. M. I. 89, 192, (II. 283); L. 2.	0	0.0	0.0
data/1929/mot-1929--fk--00001.xml	1929	fk	368); 1923. Pr. 55, M. I. 166, II. 214, 217-222, (223); 1926. Pr. 73, M.	 368); 1923. Pr. 55, M. I. 166, II. 214, 217—222, (223); 1926. Pr. 73, M.	1	0.06666667014360428	0.013888888888888888
data/1929/mot-1929--fk--00060.xml	1929	fk	om regeringen icke nu vågat framlägga några till söndersprängande av	 om regeringen icke nu vågat framlägga några till söndersprängande av	0	0.0	0.0
data/1929/mot-1929--fk--00060.xml	1929	fk	rimligt att denna begränsas åtminstone så länge som man icke kan på andra	 rimligt att denna begränsas åtminstone så länge som man icke kan på andra	0	0.0	0.0
data/1929/mot-1929--fk--00060.xml	1929	fk	områden tillgodogöra sig möjligheterna till kostnadsminskningar. Även	 områden tillgodogöra sig möjligheterna till kostnadsminskningar. Även	0	0.0	0.0
data/1929/mot-1929--fk--00142.xml	1929	fk	B. Johanssons yrkande angående klämmen ställdes mot mitt angående mo-	 B. Johanssons yrkande angående klämmen ställdes mot mitt angående mo-	0	0.0	0.0
data/1929/mot-1929--fk--00142.xml	1929	fk	direktiv för den begärda utredningen beakta även järnhanteringens berätti-	 direktiv för den begärda utredningen beakta även järnhanteringens berätti-	0	0.0	0.0
data/1929/mot-1929--fk--00142.xml	1929	fk	Järnvägsstyrelsen, såsom den i saken mest intresserade, har föreslagit, dels	 Järnvägsstyrelsen, såsom den i saken mest intresserade, har föreslagit, dels	0	0.0	0.0
data/1930/mot-1930--ak--00046.xml	1930	ak	Nr 46.	 Nr 46.	0	0.0	0.0
data/1930/mot-1930--ak--00046.xml	1930	ak	och ekonomiska intressen. Vi tillåta oss därför ännu en gång, i likhet med vad	 och ekonomiska intressen. Vi tillåta oss därför ännu en gång, i likhet med vad	0	0.0	0.0
data/1930/mot-1930--ak--00046.xml	1930	ak	läsa de tidningar och den litteratur som de själva önska och ha intresse av.	 läsa de tidningar och den litteratur som de själva önska och ha intresse av.	0	0.0	0.0
data/1930/mot-1930--ak--00370.xml	1930	ak	den mån möjligheten av erforderlig bevisning för handlingens art a	 den mån möjligheten av erforderlig bevisning för handlingens art a	0	0.0	0.0
data/1930/mot-1930--ak--00370.xml	1930	ak	cialutbildad för att begripa, att den mest berömda auktoritet i världen	 cialutbildad för att begripa, att den mest berömda auktoritet i världen	0	0.0	0.0
data/1930/mot-1930--ak--00370.xml	1930	ak	Låt oss för åskådlighetens skull taga det fall, att vid våra universitet	 Låt oss för åskådlighetens skull taga det fall, att vid våra universitet	0	0.0	0.0
data/1930/mot-1930--ak--00439.xml	1930	ak	understöd åt skolväsendet i skoldistrikt inom Norrland och Dalarna på grund	 understöd åt skolväsendet i skoldistrikt inom Norrland och Dalarna på grund	0	0.0	0.0
data/1930/mot-1930--ak--00439.xml	1930	ak	att riksdagen till särskilt understöd åt skolväsendet i skol-	 att riksdagen till särskilt understöd åt skolväsendet i skol-	0	0.0	0.0
data/1930/mot-1930--ak--00439.xml	1930	ak	servationsanslag av 50,000 kronor, att utgå enligt bestämmel-	 servationsanslag av 50,000 kronor, att utgå enligt bestämmel-	0	0.0	0.0
data/1930/mot-1930--fk--00006.xml	1930	fk	är regeln, om också någon gång undantag kunna förekomma. Dessa fattiga	 är regeln, om också någon gång undantag kunna förekomma. Dessa fattiga	0	0.0	0.0
data/1930/mot-1930--fk--00006.xml	1930	fk	släktgrenar, och som sagt i de flesta fall obemedlade. När den avlidnes	 släktgrenar, och som sagt i de flesta fall obemedlade. När den avlidnes	0	0.0	0.0
data/1930/mot-1930--fk--00006.xml	1930	fk	ekonomisk utjämning av verkligt social innebörd. Men varför just dessa	 ekonomisk utjämning av verkligt social innebörd. Men varför just dessa	0	0.0	0.0
data/1930/mot-1930--fk--00121.xml	1930	fk	vikt att på det av honom föreslagna sättet få frågan principiellt avgjord,	 vikt att på det av honom föreslagna sättet få frågan principiellt avgjord,	0	0.0	0.0
data/1930/mot-1930--fk--00121.xml	1930	fk	mit till uttryck i syfte att få denna fråga lyckligt löst. Vi skola icke	 mit till uttryck i syfte att få denna fråga lyckligt löst. Vi skola icke	0	0.0	0.0
data/1930/mot-1930--fk--00121.xml	1930	fk	kronor till 150 000 kronor.	 kronor till 150 000 kronor.	0	0.0	0.0
data/1930/mot-1930--fk--00198.xml	1930	fk	att anstaltens elektriska apparater (groningslådor, termostater och torkskåp)	 att anstaltens elektriska apparater (groningslådor, termostater och torkskåp)	0	0.0	0.0
data/1930/mot-1930--fk--00198.xml	1930	fk	vaktmästare, att ytterligare ökas.	 vaktmästare, att ytterligare ökas.	0	0.0	0.0
data/1930/mot-1930--fk--00198.xml	1930	fk	nya byggnaden äro ifrögavarande båda avdelningar förlagda till olika vå-	 nya byggnaden äro ifrågavarande båda avdelningar förlagda till olika vå-	1	0.10000000149011612	0.013888888888888888
data/1931/mot-1931--ak--00029.xml	1931	ak	presentanters högtidliga protester i Bordeaux. I strid med en fredstrak-	presentanters högtidliga protester i Bordeaux. TI strid med en fredstrak-	1	0.10000000149011612	0.013888888888888888
data/1931/mot-1931--ak--00029.xml	1931	ak	nödgat avstå från områdena ifråga. Därmed är man ju, såsom vi nyss	 nödgat avstå från områdena ifråga. Därmed är man ju, såsom vi nyss	0	0.0	0.0
data/1931/mot-1931--ak--00029.xml	1931	ak	avsett att göra några anmärkningar angående segermakternas själva	 avsett att göra några anmärkningar angående segermakternas själva	0	0.0	0.0
data/1931/mot-1931--ak--00157.xml	1931	ak	å råg - vilja vi i anslutning till vad ovan anförts bringa i erinran Kungl.	 å råg — vilja vi i anslutning till vad ovan anförts bringa i erinran Kungl.	1	0.06666667014360428	0.013333333333333334
data/1931/mot-1931--ak--00157.xml	1931	ak	I anledning av det nu anförda få vi hemställa,	 I anledning av det nu anförda få vi hemställa,	0	0.0	0.0
data/1931/mot-1931--ak--00157.xml	1931	ak	niskoföda och ej hänförliga till annat nummer … fria	 niskoföda och ej hänförliga till annat nummer ... . 	6	0.2222222238779068	0.11538461538461539
data/1931/mot-1931--ak--00287.xml	1931	ak	På grund av vad sålunda anförts hemställes,	 På grund av vad sålunda anförts hemställes,	0	0.0	0.0
data/1931/mot-1931--ak--00287.xml	1931	ak	fastställes till högst 7 timmar per dygn eller 42 timmar i veckan	 fastställes till högst 7 timmar per dygn eller 42 timmar i veckan	0	0.0	0.0
data/1931/mot-1931--ak--00287.xml	1931	ak	Oscar Öhman. Viktor Herou. Nils Flyg.	 Oscar Öhman Viktor Herou Nils Flyg J.	4	0.5714285969734192	0.10810810810810811
data/1931/mot-1931--fk--00020.xml	1931	fk	viktigare med hänsyn till sådana skattebetalare, framför allt bolagen, som ej	 viktigare med hänsyn till sådana skattebetalare, framför allt bolagen, som ej	0	0.0	0.0
data/1931/mot-1931--fk--00020.xml	1931	fk	eller eljest avverkningarna måste liga nere, synes blott bekräfta en dylik	eller eljest avverkningarna måste ligga nere, synes blott bekräfta en dylik	1	0.09090909361839294	0.013513513513513514
data/1931/mot-1931--fk--00020.xml	1931	fk	skogsdikning, men detta förslag upptogs ej i 1927 års kommunalskattepropo-	 skogsdikning, men detta förslag upptogs ej i 1927 års kommunalskattepropo-	0	0.0	0.0
data/1931/mot-1931--fk--00100.xml	1931	fk	och inköp av jordägarandelar i för statens räkning nyinmutade fyndigheter	 och inköp av jordägarandelar i för statens räkning nyinmutade fyndigheter	0	0.0	0.0
data/1931/mot-1931--fk--00100.xml	1931	fk	relsen för Mertainens gruvaktiebolag, vari staten innehar alla aktier, och be-	 relsen för Mertainens gruvaktiebolag, vari staten innehar alla aktier, och be-	0	0.0	0.0
data/1931/mot-1931--fk--00100.xml	1931	fk	träffande alla övriga fyndigheter kommerskollegium, i vars hand alla frågor om	 träffande alla övriga fyndigheter kommerskollegium, i vars hand alla frågor om	0	0.0	0.0
data/1931/mot-1931--fk--00184.xml	1931	fk	kunna övertagas direkt av producenterna själva eller av	 kunna övertagas direkt av producenterna själva eller av	0	0.0	0.0
data/1931/mot-1931--fk--00184.xml	1931	fk	för margarin.	 för margarin.	0	0.0	0.0
data/1931/mot-1931--fk--00184.xml	1931	fk	Ernst Lundell.	 Ernst Lundell 	1	0.5	0.07142857142857142
data/1932/mot-1932--ak--00034.xml	1932	ak	Av herr Bäcklund, om pension åt förre gardisten och banarbeta-	 Av herr Bäcklund, om pension åt förre gardisten och banarbeta-	0	0.0	0.0
data/1932/mot-1932--ak--00034.xml	1932	ak	Av de handlingar, som jag kommer att överlämna till vederbörande utskott,	 Av de handlingar, som jag kommer att överlämna till vederbörande utskott,	0	0.0	0.0
data/1932/mot-1932--ak--00034.xml	1932	ak	utan tjänat kvar den tid av inte fullt 9 månader, som fordrades, för att han	 utan tjänat kvar den tid av inte fullt 9 månader, som fordrades, för att han	0	0.0	0.0
data/1932/mot-1932--ak--00390.xml	1932	ak	Ser man vidare litet närmare på rennäringen, sådan den för närvarande	 Ser man vidare litet närmare på rennäringen, sådan den för närvarande	0	0.0	0.0
data/1932/mot-1932--ak--00390.xml	1932	ak	måste vara i olag inom lappväsendet. Undertecknad har vid olika till-	 måste vara i olag inom lappväsendet. Undertecknad har vid olika till-	0	0.0	0.0
data/1932/mot-1932--ak--00390.xml	1932	ak	ståndet bland många bofasta i Lapplands skogs- och fjällbyar. Lika visst	 ståndet bland många bofasta i Lapplands skogs- och fjällbyar. Lika visst	0	0.0	0.0
data/1932/mot-1932--fk--00048.xml	1932	fk	ungdomens fysiska fostran. Vi hava därför ansett anslag alltjämt böra utgå	 ungdomens fysiska fostran. Vi hava därför ansett anslag alltjämt böra utgå	0	0.0	0.0
data/1932/mot-1932--fk--00048.xml	1932	fk	Under hänvisning till det anförda hemställes,	 Under hänvisning till det anförda hemställes,	0	0.0	0.0
data/1932/mot-1932--fk--00048.xml	1932	fk	Wilhelm Björck.	 Wilhelm Björck 	1	0.5	0.06666666666666667
data/1932/mot-1932--fk--00109.xml	1932	fk	jordbrukarnas synpunkt vara ogenomförbart. Utginge man nämligen ifrån,	 Jordbrukarnas synpunkt vara ogenomförbart. Utginge man nämligen ifrån,	0	0.125	0.0
data/1932/mot-1932--fk--00109.xml	1932	fk	derskott på brödspannmål följer överskott på animaliska produkter och	 derskott på brödspannmål följer överskott på animaliska produkter och	0	0.0	0.0
data/1932/mot-1932--fk--00109.xml	1932	fk	betskraften är av väsentlig betydelse, måste till det yttersta utnyttja sitt	 betskraften är av väsentlig betydelse, måste till det yttersta utnyttja sitt	0	0.0	0.0
data/1932/mot-1932--fk--00165.xml	1932	fk	Sedan 1928 pågingo förhandlingar mellan den norska margarinindu-	 Sedan 1928 pågingo förhandlingar mellan den norska margarinindu-	0	0.0	0.0
data/1932/mot-1932--fk--00165.xml	1932	fk	strien å ena sidan samt Unitrusten å den andra (fr. o. m 1 januari 1931	strien å ena sidan samt Unitrusten å den andra (fr. o. m. 1 januari 1931	1	0.06666667014360428	0.014084507042253521
data/1932/mot-1932--fk--00165.xml	1932	fk	1930, då frågan om Unilevertrustens övertagande av Lilleborgsfabriken i	 1930, då frågan om Unilevertrustens övertagande av Lilleborgsfabriken i	0	0.0	0.0
data/1933/mot-1933--ak--00400.xml	1933	ak	Nr 400.	 Nr 400.	0	0.0	0.0
data/1933/mot-1933--ak--00400.xml	1933	ak	(Lika lydande med motion i Första kammaren nr 229.)	 (Lika lydande med motion i Första kammaren nr 229.)	0	0.0	0.0
data/1933/mot-1933--ak--00400.xml	1933	ak	Hjalmar Svensson, Grönvik. Elof Ljunggren. Georg Nyblom.	 1933. Hjalmar Svensson Elof Ljunggren Georg Nyblom Grönv	23	0.75	0.4107142857142857
data/1933/mot-1933--ak--00410.xml	1933	ak	Nr 410.	 Nr 410.	0	0.0	0.0
data/1933/mot-1933--ak--00410.xml	1933	ak	Av herrar Pettersson i Rosta och Hammarlund,	 Av herrar Pettersson i Rosta och Hammarlund,	0	0.0	0.0
data/1933/mot-1933--ak--00410.xml	1933	ak	Ivar Pettersson, Rosta. Nestor Hammarlund	 herrar Pettersson i Rosta och Hammarlund,	14	1.0	0.34146341463414637
data/1933/mot-1933--ak--00465.xml	1933	ak	av Kungl. Maj:ts proposition, nr 207, angående pension	 av Kungl. Maj:ts proposition, nr 207, angående pension	0	0.0	0.0
data/1933/mot-1933--ak--00465.xml	1933	ak	från föreståndarinnebefattningen torde därför den av departementschefen	 från föreståndarinnebefattningen torde därför den av departementschefen	0	0.0	0.0
data/1933/mot-1933--ak--00465.xml	1933	ak	gäller detta så mycket mera om det av departementschefen förordade	 gäller detta så mycket mera om det av departementschefen förordade	0	0.0	0.0
data/1933/mot-1933--fk--00109.xml	1933	fk	egenskaper stå varandra nära. Det stora flertalet av de under de sista	 egenskaper stå varandra nära. Det stora flertalet av de under de sista	0	0.0	0.0
data/1933/mot-1933--fk--00109.xml	1933	fk	avel.	avel. 	0	0.0	0.0
data/1933/mot-1933--fk--00109.xml	1933	fk	ett tillräckligt omfattande avelsmaterial för att landet, om detta utnyttjas,	 ett tillräckligt omfattande avelsmaterial för att landet, om detta utnyttjas,	0	0.0	0.0
data/1933/mot-1933--fk--00187.xml	1933	fk	skräck för att bli havande. Fruktan härför trycker som en mara på hela deras	 skräck för att bli havande. Fruktan härför trycker som en mara på hela deras	0	0.0	0.0
data/1933/mot-1933--fk--00187.xml	1933	fk	Begränsning av barnantalet kan icke i nämnvärd grad ernås genom sexuell	 Begränsning av barnantalet kan icke i nämnvärd grad ernås genom sexuell	0	0.0	0.0
data/1933/mot-1933--fk--00187.xml	1933	fk	och moralens synpunkter oavvisligen nödvändig upplvsningsyerksamhet för	 och moralens synpunkter oavvisligen nödvändig upplvsningsyerksamhet för	0	0.0	0.0
data/1933/mot-1933--fk--00306.xml	1933	fk	denna angelägenhet icke böra tillskrivas någon större betydelse.	 denna angelägenhet icke böra tillskrivas någon större betydelse.	0	0.0	0.0
data/1933/mot-1933--fk--00306.xml	1933	fk	sina tjänster, d. v. s. först om 20 à 25 år.	 sina tjänster, d. v. s. först om 20 å 25 år.	1	0.09090909361839294	0.022727272727272728
data/1933/mot-1933--fk--00306.xml	1933	fk	titeln uppförda ordinarie förslagsanslaget till stats-	 titeln uppförda ordinarie förslagsanslaget till stats-	0	0.0	0.0
data/1934/mot-1934--ak--00092.xml	1934	ak	nämnd underofficer av 3. graden, stadgades bland annat villkor för be-	nämnd underofficer av 3. graden, stadgades bland annat såsom villkor fö	11	0.27272728085517883	0.15714285714285714
data/1934/mot-1934--ak--00092.xml	1934	ak	fordran till nämnda grad, att sådan korpral, som under 5 år varit kompetent	 fordran till nämnda grad, att sådan korpral, som under 5 år varit kompetent	0	0.0	0.0
data/1934/mot-1934--ak--00092.xml	1934	ak	rande underofficerare av 3. graden i flottan i marinen i ett synnerligen be-	ande underofficerare av 3. graden i flottan och i marinen i ett synnerligen b	7	0.2142857164144516	0.09210526315789473
data/1934/mot-1934--ak--00337.xml	1934	ak	Nr 337.	 Nr 337.	0	0.0	0.0
data/1934/mot-1934--ak--00337.xml	1934	ak	Arvid Lindman.	 Arvid Lindman.	0	0.0	0.0
data/1934/mot-1934--ak--00337.xml	1934	ak	T. V. Lundell.	 T. V. Lundell.	0	0.0	0.0
data/1934/mot-1934--ak--00378.xml	1934	ak	posten för gränskontroll beräknats till 30,000 kronor för att från och med	 posten för gränskontroll beräknats till 30,000 kronor för att från och med	0	0.0	0.0
data/1934/mot-1934--ak--00378.xml	1934	ak	finnes sålunda anställd i Trälleborg och i Eda socken (Charlottenberg) i	 finnes sålunda anställd i Trälleborg och i Eda socken (Charlottenberg) i	0	0.0	0.0
data/1934/mot-1934--ak--00378.xml	1934	ak	Värmland. På vissa andra ställen hava andra anordningar av ekonomiska	 Värmland. På vissa andra ställen hava andra anordningar av ekonomiska	0	0.0	0.0
data/1934/mot-1934--fk--00009.xml	1934	fk	gällande värnpliktslag m. m., att till linjetjänst uttagna värnpliktiga och	 gällande värnpliktslag m. m., att till linjetjänst uttagna värnpliktiga och	0	0.0	0.0
data/1934/mot-1934--fk--00009.xml	1934	fk	lagen 27 § mom. 1 föreskrivna tiden hemställes,	 lagen 27 8 mom. 1 föreskrivna tiden hemställes,	1	0.125	0.02127659574468085
data/1934/mot-1934--fk--00009.xml	1934	fk	slagsanslag av 2 700 000 kronor.	 slagsanslag av 2 700 000 kronor.	0	0.0	0.0
data/1934/mot-1934--fk--00114.xml	1934	fk	nr nr	 nr nr	0	0.0	0.0
data/1934/mot-1934--fk--00114.xml	1934	fk	73 153 Orostat T. 40	 73 153 Orostat T. 40	0	0.0	0.0
data/1934/mot-1934--fk--00114.xml	1934	fk	74 154 Rostat (kaffesurrogat med	 74 154 Rostat (kaffesurrogat med	0	0.0	0.0
data/1934/mot-1934--fk--00249.xml	1934	fk	sin hantering.	 sin hantering.	0	0.0	0.0
data/1934/mot-1934--fk--00249.xml	1934	fk	leda.	 leda.	0	0.0	0.0
data/1934/mot-1934--fk--00249.xml	1934	fk	J. B. Johansson.	. J. B. Johansson	3	0.5	0.1875
